id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,37.976812136009805
1,0,0,200,39.97873355475157
2,0,0,200,42.086035320573494
3,400,0,0,44.3042477056492
4,400,-400,-200,46.63920811099205
5,400,400,0,49.09706116924768
6,0,0,0,51.68427491477993
7,0,0,-200,54.407657804813866
8,700,0,0,57.27437663642854
9,700,0,0,39.6046862670973
10,700,0,0,-0.7639779470264862
11,700,0,0,-31.794988672137258
12,700,0,0,-38.32125655412674
13,0,0,0,-12.358805418014526
