id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-26.445658755624002
1,0,0,-200,-27.834385668658197
2,400,0,0,-29.296195440910473
3,400,0,0,-30.834942569597082
4,400,0,0,-32.4546763892672
5,400,0,200,-34.159659357341006
6,700,0,0,-35.954378271102904
7,700,0,0,-25.547606468200684
