id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-23.90858827872306
1,0,0,0,-25.163777135715595
2,0,0,0,-26.48502856412879
3,0,0,200,-27.875819541405836
4,400,0,0,-29.33981004380273
5,400,-400,-200,-30.88085267790472
6,400,0,200,-32.50300281906471
7,400,0,-200,-34.21052928344365
8,400,0,0,-36.00792556173727
9,700,400,0,-37.93581995487213
10,700,0,0,-35.63795844316483
11,700,0,0,-12.411028623580933
