id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-8.49860257929977
1,0,0,-200,-8.942739557375289
2,400,0,0,-9.410252165875834
3,400,0,200,-9.902370701139565
4,400,0,-200,-10.420390211943495
5,400,0,200,-10.965673907526577
6,700,0,0,-14.207334600150581
7,700,0,0,-29.674743186235425
8,700,0,0,-40.05117919445038
9,700,0,0,-27.622456073760986
