id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-22.64570348791931
1,0,0,0,-23.834432755284837
2,0,0,-200,-25.08571868999115
3,400,400,200,-26.40286177915569
4,0,0,0,-27.78932818880257
5,0,-400,-200,-29.24876651474666
6,400,0,0,-30.78501738416149
7,400,0,0,-32.40212356249289
8,700,0,200,-34.10434059231542
9,700,0,0,-31.36006326675415
10,700,0,0,-8.494392395019531
