id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,-400,0,0,1.143370045450935
1,-400,0,0,0.5688105583479628
2,-400,0,0,-0.035988901760429126
3,0,400,0,-0.6726199124008417
4,0,400,0,-0.07959999889135361
