id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,39.65247343841509
1,0,0,200,41.74258755728345
2,0,0,200,43.942723744291264
3,400,0,0,46.25865657272054
4,400,0,0,48.69648060264609
5,400,-400,0,51.26261116046246
6,400,-400,-200,53.9638012213218
7,700,0,0,56.807159180121104
8,0,0,-200,37.82310919549079
9,700,0,0,23.228146952348954
10,700,-400,0,9.686872595191009
11,700,0,0,-20.895210950374597
12,700,0,0,-38.20915570259094
13,700,0,0,-27.630810260772705
