id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-26.69163920291526
1,0,0,-200,-28.09331245528057
2,400,0,0,-29.568749953144554
3,400,0,-200,-31.121842056159274
4,400,0,200,-32.756675848806346
5,400,400,200,-34.477553525276946
6,700,0,0,-36.28900371103548
7,700,0,0,-30.44420019388199
8,0,0,0,1.8356306552886963
