id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,38.02624756266737
1,0,0,200,40.03077084597006
2,0,0,200,42.14081141659295
3,400,0,0,44.36190675409074
4,400,0,0,46.69990184619367
5,400,0,-200,49.160949311565176
6,400,0,0,51.751525590903604
7,400,0,-200,54.478447990207215
8,400,0,0,57.34889262105312
9,700,0,0,47.00866097394153
10,700,0,0,15.918428209617733
11,700,0,0,-19.52556230813265
12,700,0,0,-37.91183750033379
13,700,0,0,-27.663029193878174
