id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,39.03495426296869
1,0,0,200,41.09256737260303
2,0,0,200,43.258491970943446
3,400,0,-200,45.538412600775466
4,400,0,200,47.93832905323023
5,400,0,0,50.46455689791945
6,400,-400,-200,53.123744102855476
7,700,0,0,55.92288852910392
8,700,0,-200,37.41063094118387
9,700,0,0,7.490059450834991
10,700,0,0,-25.6607130163908
11,700,0,0,-40.910715115070346
12,700,0,0,-26.91516375541687
