id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,-13.55537119976793
1,0,0,200,-14.265645863768581
2,0,0,200,-15.01331143576351
3,700,0,-200,-15.80032782733712
4,400,0,0,-16.62876613425671
5,400,0,200,-17.500806457329965
6,400,0,0,-18.418743639512336
7,400,0,0,-19.384993304967463
8,400,0,-200,-20.40209821597286
9,400,-400,-200,-21.472734964399592
10,700,0,0,-22.599721015375103
11,700,0,0,-27.33365024924278
12,700,0,0,-40.101816296577454
13,700,0,0,-31.36136531829834
